;satisfaction_level;last_evaluation;number_project;average_montly_hours;time_spend_company;Work_accident;left;promotion_last_5years;sales
3742;69.0;0.84;3;253;2;0;0;0;technical
3743;69.0;0.94;4;235;3;0;0;0;management
3744;89.0;0.79;5;257;3;0;0;0;marketing
3745;52.0;0.56;4;225;2;0;0;0;marketing
3746;91.0;0.91;3;167;3;0;0;0;marketing
3747;96.0;0.53;5;224;4;0;0;0;sales
3748;80.0;0.58;5;127;3;0;0;0;sales
3749;55.00000000000001;0.77;3;256;3;1;0;0;sales
3750;93.0;0.63;4;233;2;0;0;0;sales
3751;93.0;0.86;4;169;4;0;0;0;sales
3752;54.0;0.48;3;152;2;0;0;0;sales
3753;48.0;0.76;5;236;2;0;0;0;sales
3754;19.0;0.99;3;154;2;0;0;0;sales
3755;95.0;0.71;3;223;2;0;0;0;sales
3756;96.0;0.81;4;211;3;0;0;0;sales
3757;63.0;0.89;4;192;2;0;0;0;sales
3758;81.0;0.8;4;227;2;1;0;0;sales
3759;50.0;0.88;4;265;3;1;0;0;sales
3760;76.0;0.72;5;228;2;0;0;0;sales
3761;84.0;0.49;4;152;3;0;0;0;sales
3762;20.0;0.95;5;169;5;0;0;0;sales
3763;78.0;0.92;3;169;3;0;0;0;sales
3764;80.0;0.68;4;157;3;0;0;0;sales
3765;94.0;0.57;4;251;2;1;0;0;sales
3766;44.0;0.74;5;253;2;0;0;0;accounting
3767;92.0;0.85;3;155;2;0;0;0;accounting
3768;54.0;0.8;3;232;2;0;0;0;accounting
3769;56.00000000000001;0.56;4;195;2;0;0;0;hr
3770;66.0;0.69;4;198;3;1;0;0;hr
3771;80.0;0.91;3;246;3;0;0;0;hr
3772;60.0;0.81;2;214;3;0;0;0;hr
3773;73.0;0.73;5;249;3;0;0;0;technical
3774;55.00000000000001;0.74;3;211;3;1;0;0;technical
3775;70.0;0.71;5;269;3;0;0;0;technical
3776;53.0;0.68;4;214;3;0;0;0;technical
3777;90.0;0.94;4;231;3;0;0;0;technical
3778;80.0;0.78;3;175;3;0;0;0;technical
3779;51.0;0.6;5;175;3;0;0;0;technical
3780;86.0;0.96;5;238;5;0;0;0;technical
3781;63.0;0.79;4;228;4;0;0;0;technical
3782;83.0;0.93;3;220;4;0;0;0;technical
3783;85.0;0.55;4;233;2;1;0;0;technical
3784;80.0;0.57;3;225;4;0;0;0;support
3785;79.0;0.97;5;187;3;0;0;0;support
3786;37.0;0.71;3;117;3;0;0;0;support
3787;85.0;0.9;3;184;3;1;0;0;support
3788;76.0;0.56;3;216;3;0;0;0;support
3789;99.0;0.62;4;140;2;1;0;0;support
3790;55.00000000000001;0.63;3;201;2;1;0;0;support
3791;69.0;0.69;4;167;3;1;0;0;support
3792;68.0;1.0;5;203;2;0;0;0;support
3793;69.0;0.9;5;231;2;1;0;0;support
3794;65.0;0.7;3;141;4;0;0;0;support
3795;17.0;0.88;6;226;3;1;0;0;technical
3796;48.0;0.65;3;199;2;0;0;0;technical
3797;65.0;0.59;4;192;3;0;0;0;technical
3798;56.99999999999999;0.49;4;247;2;0;0;0;management
3799;80.0;0.67;3;164;3;0;0;0;IT
3800;80.0;0.6;5;234;2;0;0;0;IT
3801;50.0;0.6;2;177;3;1;0;0;IT
3802;95.0;0.87;3;208;2;0;0;0;IT
3803;69.0;0.93;3;233;3;0;0;0;IT
3804;74.0;0.57;4;172;3;0;0;0;product_mng
3805;68.0;0.59;3;141;3;0;0;0;product_mng
3806;68.0;0.55;3;213;3;0;0;0;product_mng
3807;65.0;0.37;5;128;3;1;0;0;product_mng
3808;85.0;0.92;4;151;3;1;0;0;IT
3809;49.0;0.48;4;247;3;0;0;0;RandD
3810;19.0;0.8;6;143;4;0;0;0;RandD
3811;95.0;0.61;3;164;3;0;0;0;RandD
3812;63.0;0.62;3;183;3;0;0;0;RandD
3813;83.0;0.8;4;274;3;0;0;0;RandD
3814;62.0;0.78;4;261;2;0;0;0;marketing
3815;74.0;0.98;5;200;3;0;0;0;sales
3816;70.0;0.87;5;177;2;0;0;0;accounting
3817;28.000000000000004;0.38;5;139;4;0;0;0;support
3818;39.0;0.56;6;228;5;0;0;0;technical
3819;62.0;0.63;3;230;2;0;0;0;management
3820;79.0;0.54;5;212;4;0;0;0;marketing
3821;87.0;0.74;4;265;4;0;0;0;marketing
3822;28.999999999999996;0.75;3;124;4;0;0;0;marketing
3823;37.0;0.88;4;155;3;0;0;0;sales
3824;68.0;0.55;4;215;4;0;0;0;sales
3825;90.0;0.51;4;214;2;0;0;0;sales
3826;97.0;0.65;3;181;3;0;0;0;sales
3827;60.0;0.77;4;229;2;0;0;0;sales
3828;57.99999999999999;0.79;5;262;2;0;0;0;sales
3829;83.0;0.86;3;165;3;0;0;0;sales
3830;83.0;0.73;5;136;3;0;0;0;sales
3831;94.0;0.71;4;151;2;1;0;0;sales
3832;69.0;0.9;5;226;4;0;0;0;sales
3833;81.0;0.81;5;215;2;0;0;0;sales
3834;19.0;0.5;6;143;5;1;0;0;sales
3835;18.0;0.64;3;223;4;1;0;0;sales
3836;57.99999999999999;0.63;4;271;3;0;0;0;sales
3837;76.0;0.65;3;220;3;0;0;0;sales
3838;26.0;0.47;6;182;4;0;0;0;sales
3839;78.0;0.87;3;190;3;0;0;0;sales
3840;71.0;0.56;3;198;3;0;0;0;sales
3841;76.0;0.61;3;141;2;0;0;0;sales
3842;44.0;0.81;3;248;2;0;0;0;accounting
3843;26.0;0.69;2;168;5;0;0;0;accounting
3844;75.0;0.57;5;162;3;0;0;0;accounting
3845;64.0;0.9;4;211;3;0;0;0;hr
3846;79.0;0.71;4;271;3;0;0;0;hr
3847;96.0;0.61;3;271;2;0;0;0;hr
3848;63.0;1.0;5;244;2;0;0;0;hr
3849;65.0;0.55;5;261;3;1;0;0;technical
3850;76.0;0.81;3;225;3;0;0;0;technical
3851;26.0;0.9;4;266;5;0;0;0;technical
3852;84.0;0.73;3;146;5;1;0;0;technical
3853;74.0;0.77;3;233;3;0;0;0;technical
3854;53.0;0.45;4;180;3;0;0;0;technical
3855;70.0;0.56;5;208;3;0;0;0;technical
3856;62.0;0.69;4;165;4;1;0;0;technical
3857;71.0;0.68;4;221;4;0;0;0;technical
3858;50.0;0.65;3;215;2;0;0;0;technical
3859;53.0;0.5;6;264;6;0;0;0;technical
3860;88.0;0.89;2;160;4;0;0;0;support
3861;79.0;0.83;2;192;3;0;0;0;support
3862;69.0;0.89;5;201;2;0;0;0;support
3863;56.99999999999999;0.96;4;264;2;0;0;0;support
3864;68.0;0.8;4;186;3;1;0;0;support
3865;60.0;0.82;4;272;3;0;0;0;support
3866;70.0;0.9;4;216;3;0;0;0;support
3867;71.0;0.76;4;142;2;1;0;0;support
3868;49.0;0.51;4;133;3;0;0;0;support
3869;74.0;0.7;4;260;2;0;0;0;support
3870;20.0;0.93;4;101;5;0;0;0;support
3871;56.99999999999999;0.5;4;230;2;0;0;0;technical
3872;83.0;0.48;3;242;4;0;0;0;technical
3873;22.0;0.64;3;193;2;0;0;0;technical
3874;67.0;0.57;2;234;4;0;0;0;management
3875;54.0;0.84;3;132;3;0;0;0;IT
3876;54.0;0.53;4;183;3;0;0;0;IT
3877;64.0;0.61;4;191;4;0;0;0;IT
3878;23.0;0.84;5;140;4;0;0;0;IT
3879;88.0;0.87;5;257;3;0;0;0;IT
3880;83.0;0.54;4;219;3;0;0;0;product_mng
3881;88.0;0.67;5;141;2;0;0;0;product_mng
3882;90.0;0.85;5;162;2;0;0;0;product_mng
3883;49.0;0.61;3;181;3;0;0;0;product_mng
3884;55.00000000000001;0.49;3;191;3;0;0;0;IT
3885;92.0;0.69;4;149;6;1;0;0;RandD
3886;72.0;0.67;3;164;4;0;0;0;RandD
3887;63.0;0.5;4;235;3;0;0;0;RandD
3888;98.0;0.66;3;199;3;0;0;0;RandD
3889;76.0;0.52;3;248;3;0;0;0;RandD
3890;42.0;0.56;2;103;3;1;0;0;marketing
3891;57.99999999999999;0.65;4;248;4;0;0;0;marketing
3892;85.0;0.82;3;153;3;1;0;0;sales
3893;67.0;0.95;4;241;4;0;0;0;accounting
3894;57.99999999999999;1.0;4;258;3;0;0;0;support
3895;84.0;0.76;5;172;5;1;0;0;technical
3896;56.00000000000001;0.68;3;149;2;0;0;0;management
3897;63.0;0.83;4;217;3;0;0;0;marketing
3898;51.0;0.92;3;243;3;0;0;0;marketing
3899;95.0;0.81;5;120;3;0;0;0;marketing
3900;85.0;0.55;3;137;3;1;0;0;sales
3901;73.0;0.78;5;150;3;0;0;0;sales
3902;20.0;0.49;5;199;5;0;0;0;sales
3903;78.0;0.79;3;203;2;0;0;0;sales
3904;83.0;0.8;3;273;3;0;0;0;sales
3905;87.0;0.56;2;214;3;1;0;0;sales
3906;98.0;0.99;5;141;3;0;0;0;sales
3907;100.0;0.81;5;243;3;0;0;0;sales
3908;70.0;0.55;4;159;3;0;0;0;sales
3909;62.0;0.88;5;146;3;0;0;0;sales
3910;67.0;0.72;4;159;2;0;0;0;sales
3911;86.0;0.96;4;196;3;0;0;0;sales
3912;44.0;0.57;5;183;2;1;0;0;sales
3913;19.0;0.86;4;192;4;0;0;0;sales
3914;76.0;0.83;4;246;2;0;0;0;sales
3915;89.0;0.93;5;191;4;0;0;0;sales
3916;25.0;0.97;3;158;3;0;0;0;sales
3917;68.0;1.0;4;167;2;0;0;0;sales
3918;38.0;0.5;2;187;2;1;0;0;sales
3919;64.0;0.95;4;199;4;0;0;0;accounting
3920;76.0;0.62;4;157;3;0;0;0;accounting
3921;26.0;0.45;2;157;3;0;0;0;accounting
3922;69.0;0.67;3;178;2;0;0;0;hr
3923;98.0;0.66;3;154;2;0;0;0;hr
3924;86.0;0.83;5;208;2;1;0;0;hr
3925;14.000000000000002;0.68;4;273;5;1;0;0;hr
3926;57.99999999999999;0.63;4;159;3;0;0;0;technical
3927;63.0;0.97;4;234;2;0;0;0;technical
3928;70.0;0.91;5;139;3;1;0;0;technical
3929;73.0;0.62;4;210;4;0;0;0;technical
3930;89.0;0.52;3;164;3;0;0;0;technical
3931;17.0;0.61;3;241;5;1;0;0;technical
3932;86.0;0.73;5;259;2;0;0;0;technical
3933;59.0;0.73;3;159;3;1;0;0;technical
3934;22.0;0.51;4;131;2;0;0;0;technical
3935;55.00000000000001;0.57;3;266;2;0;0;0;technical
3936;74.0;0.6;3;153;2;0;0;0;technical
3937;55.00000000000001;0.54;3;253;2;0;0;0;support
3938;67.0;0.94;4;141;2;1;0;0;support
3939;64.0;0.8;3;199;3;0;0;0;support
3940;57.99999999999999;0.71;3;205;3;0;0;0;support
3941;90.0;0.6;4;252;3;0;0;0;support
3942;89.0;0.9;4;153;3;0;0;0;support
3943;74.0;0.37;2;171;4;0;0;0;support
3944;78.0;0.91;5;150;4;0;0;0;support
3945;97.0;0.53;4;247;3;0;0;0;support
3946;52.0;0.92;4;150;2;1;0;0;support
3947;99.0;0.86;4;206;2;0;0;0;support
3948;76.0;0.44;4;192;4;1;0;0;technical
3949;69.0;0.96;5;164;3;0;0;0;technical
3950;59.0;0.69;3;186;3;0;0;0;technical
3951;95.0;0.63;3;249;3;0;0;0;management
3952;69.0;0.81;3;214;2;0;0;0;IT
3953;76.0;0.75;4;193;4;0;0;0;IT
3954;70.0;0.84;2;114;4;0;0;0;IT
3955;87.0;0.6;2;122;2;0;0;0;IT
3956;44.0;0.55;3;170;3;1;0;0;IT
3957;54.0;0.91;3;151;3;0;0;0;product_mng
3958;55.00000000000001;0.75;3;156;3;0;0;0;product_mng
3959;81.0;0.75;5;170;3;1;0;0;product_mng
3960;50.0;0.55;3;188;2;0;0;0;product_mng
3961;93.0;0.74;4;201;3;1;0;0;IT
3962;64.0;0.5;6;254;6;0;0;0;RandD
3963;56.99999999999999;0.78;3;206;4;0;0;0;RandD
3964;95.0;0.74;4;216;3;0;0;0;RandD
3965;86.0;0.67;5;200;3;0;0;0;RandD
3966;82.0;0.58;4;202;2;0;0;0;RandD
3967;18.0;0.79;4;217;4;0;0;0;RandD
3968;57.99999999999999;0.7;5;151;4;0;0;0;marketing
3969;56.99999999999999;0.56;3;224;2;0;0;0;sales
3970;94.0;0.83;5;148;3;0;0;0;accounting
3971;20.0;0.97;6;224;5;1;0;0;support
3972;73.0;0.75;2;243;5;1;0;0;technical
3973;94.0;0.8;4;238;3;1;0;0;management
3974;99.0;0.61;3;254;3;0;0;0;marketing
3975;22.0;0.49;4;218;4;0;0;0;marketing
3976;67.0;0.66;3;237;3;0;0;0;marketing
3977;49.0;0.67;4;185;2;0;0;0;sales
3978;78.0;0.95;4;184;3;0;0;0;sales
3979;15.0;0.74;2;176;3;1;0;0;sales
3980;91.0;0.89;4;260;3;0;0;0;sales
3981;70.0;0.78;4;254;4;0;0;0;sales
3982;60.0;0.95;3;221;3;0;0;0;sales
3983;59.0;0.57;5;257;2;0;0;0;sales
3984;59.0;0.93;3;265;3;1;0;0;sales
3985;55.00000000000001;0.64;3;138;3;1;0;0;sales
3986;42.0;0.75;3;163;2;1;0;0;sales
3987;56.99999999999999;0.81;3;144;3;0;0;0;sales
3988;72.0;0.51;3;146;2;1;0;0;sales
3989;83.0;0.81;3;242;6;0;0;0;sales
3990;89.0;0.93;4;249;3;0;0;0;sales
3991;55.00000000000001;0.59;3;245;3;0;0;0;sales
3992;53.0;0.75;4;201;2;0;0;0;sales
3993;74.0;0.59;4;177;4;1;0;0;sales
3994;63.0;0.98;4;160;2;0;0;0;sales
3995;63.0;0.4;6;177;2;1;0;0;sales
3996;61.0;0.97;4;153;3;0;0;0;accounting
3997;76.0;0.79;3;197;5;0;0;0;accounting
3998;67.0;0.82;4;246;4;0;0;0;accounting
3999;51.0;0.95;4;258;3;0;0;0;hr
4000;67.0;0.55;3;137;3;0;0;0;hr
4001;16.0;0.94;3;178;4;0;0;0;hr
4002;34.0;0.85;4;123;4;0;0;0;hr
4003;57.99999999999999;0.73;5;162;3;1;0;0;technical
4004;50.0;0.71;5;210;5;0;0;0;technical
4005;56.00000000000001;0.48;4;197;3;1;0;0;technical
4006;56.00000000000001;0.98;3;220;3;0;0;0;technical
4007;74.0;0.71;4;133;2;0;0;0;technical
4008;69.0;0.99;3;198;2;0;0;0;technical
4009;15.0;0.81;4;160;5;0;0;0;technical
4010;57.99999999999999;0.67;2;180;2;0;0;0;technical
4011;80.0;0.79;3;217;3;0;0;0;technical
4012;50.0;0.57;3;223;3;0;0;0;technical
4013;66.0;0.92;4;229;2;0;0;0;technical
4014;81.0;0.78;4;159;3;0;0;0;support
4015;14.000000000000002;0.68;5;253;5;0;0;0;support
4016;92.0;0.85;3;235;2;0;0;0;support
4017;69.0;0.91;4;186;3;0;0;0;support
4018;66.0;0.99;4;263;2;0;0;0;support
4019;85.0;0.39;4;239;4;0;0;0;support
4020;83.0;0.69;4;151;2;0;0;0;support
4021;100.0;0.49;3;106;4;0;0;0;support
4022;68.0;0.65;3;183;4;0;0;0;support
4023;26.0;0.97;3;125;2;0;0;0;support
4024;35.0;0.41;3;157;2;0;0;0;support
4025;12.0;0.58;3;241;2;0;0;0;technical
4026;91.0;0.93;4;184;3;0;0;0;technical
4027;65.0;0.67;4;144;3;0;0;0;technical
4028;78.0;0.72;3;255;4;1;0;0;management
4029;61.0;0.82;3;261;4;0;0;0;IT
4030;64.0;0.51;4;207;2;0;0;0;IT
4031;57.99999999999999;0.73;4;205;4;0;0;0;IT
4032;63.0;0.76;4;217;2;1;0;0;IT
4033;94.0;0.6;4;215;2;1;0;0;IT
4034;26.0;0.81;5;139;4;0;0;0;product_mng
4035;59.0;0.69;3;146;3;0;0;0;product_mng
4036;78.0;0.8;4;175;3;0;0;0;product_mng
4037;86.0;0.64;5;188;3;0;0;0;product_mng
4038;79.0;0.73;5;155;3;0;0;0;IT
4039;89.0;0.73;4;171;4;0;0;0;RandD
4040;34.0;0.99;4;184;3;0;0;0;RandD
4041;28.999999999999996;0.77;3;164;6;0;0;0;RandD
4042;71.0;0.89;3;244;4;0;0;0;RandD
4043;93.0;0.58;4;222;2;0;0;0;RandD
4044;94.0;0.76;4;231;3;1;0;0;RandD
4045;91.0;0.72;3;213;3;0;0;0;marketing
4046;71.0;0.96;4;144;4;0;0;0;sales
4047;67.0;0.81;3;221;4;1;0;0;accounting
4048;54.0;0.42;3;138;3;1;0;0;support
4049;89.0;0.58;3;183;4;0;0;0;technical
4050;94.0;0.91;3;250;3;1;0;0;management
4051;15.0;0.89;3;219;6;0;0;0;marketing
4052;45.0;0.92;6;164;4;1;0;0;marketing
4053;92.0;0.67;4;161;4;1;0;0;marketing
4054;63.0;0.56;4;274;5;1;0;0;sales
4055;80.0;0.66;4;181;3;1;0;0;sales
4056;45.0;0.72;3;148;2;0;0;0;sales
4057;72.0;0.54;3;226;2;1;0;0;sales
4058;84.0;0.36;6;256;5;0;0;0;sales
4059;61.0;0.51;3;141;2;0;0;0;sales
4060;63.0;0.88;3;177;3;0;0;0;sales
4061;49.0;0.54;4;173;2;0;0;0;sales
4062;68.0;0.51;2;196;3;0;0;0;sales
4063;64.0;0.85;5;179;2;0;0;0;sales
4064;61.0;0.64;4;201;3;0;0;0;sales
4065;83.0;0.55;5;247;3;0;0;0;sales
4066;94.0;0.51;5;238;2;0;0;0;sales
4067;27.0;0.66;3;133;6;0;0;0;sales
4068;60.0;0.49;2;194;4;0;0;0;sales
4069;83.0;0.69;4;232;2;0;0;0;sales
4070;53.0;0.75;3;232;3;0;0;0;sales
4071;79.0;0.97;4;204;3;0;0;0;sales
4072;96.0;0.49;4;252;3;1;0;0;sales
4073;50.0;0.56;3;164;3;0;0;0;accounting
4074;68.0;0.81;5;266;2;0;0;0;accounting
4075;24.0;0.54;4;226;4;1;0;0;accounting
4076;80.0;0.8;4;252;6;0;0;0;hr
4077;62.0;0.74;4;155;3;0;0;0;hr
4078;100.0;0.85;3;202;2;0;0;0;hr
4079;64.0;0.75;3;214;3;0;0;0;hr
4080;51.0;0.55;4;267;3;0;0;0;technical
4081;74.0;0.5;4;265;3;0;0;0;technical
4082;49.0;0.99;3;221;2;1;0;0;technical
4083;96.0;0.83;4;132;6;0;0;0;technical
4084;59.0;0.62;4;227;4;1;0;0;technical
4085;84.0;0.57;4;234;3;0;0;0;technical
4086;16.0;0.84;3;238;6;0;0;0;technical
4087;62.0;0.75;3;149;2;1;0;0;technical
4088;79.0;0.67;4;152;3;0;0;0;technical
4089;53.0;0.83;4;249;3;1;0;0;technical
4090;17.0;0.48;6;270;5;0;0;0;technical
4091;56.99999999999999;0.76;3;200;2;0;0;0;support
4092;65.0;0.82;4;207;2;0;0;0;support
4093;69.0;0.74;4;266;2;1;0;0;support
4094;30.0;0.8;6;250;3;0;0;0;support
4095;99.0;0.92;3;220;3;0;0;0;support
4096;50.0;0.69;4;177;2;0;0;0;support
4097;54.0;0.96;3;147;2;0;0;0;support
4098;69.0;0.57;4;227;4;0;0;0;support
4099;50.0;0.85;4;272;2;0;0;0;support
4100;66.0;0.73;3;244;3;0;0;0;support
4101;100.0;0.93;5;182;3;1;0;0;support
4102;15.0;0.61;3;146;6;1;0;0;technical
4103;31.0;0.54;5;259;5;1;0;0;technical
4104;65.0;0.49;4;184;4;0;0;0;technical
4105;72.0;0.69;4;149;2;0;0;0;management
4106;84.0;0.85;4;185;3;1;0;0;IT
4107;55.00000000000001;0.8;3;254;2;0;0;0;IT
4108;60.0;0.58;4;249;3;0;0;0;IT
4109;84.0;0.48;4;269;2;0;0;0;IT
4110;68.0;0.87;3;168;3;0;0;0;IT
4111;13.0;1.0;6;225;3;0;0;0;product_mng
4112;88.0;0.98;3;160;2;0;0;0;product_mng
4113;64.0;0.57;5;149;3;1;0;0;product_mng
4114;19.0;0.95;5;193;3;0;0;0;product_mng
4115;83.0;0.88;5;171;3;1;0;0;IT
4116;17.0;0.41;4;232;3;1;0;0;RandD
4117;44.0;0.74;4;250;6;0;0;0;RandD
4118;52.0;0.55;4;243;2;0;0;0;RandD
4119;66.0;0.62;4;250;2;0;0;0;RandD
4120;96.0;0.55;4;153;3;0;0;0;RandD
4121;19.0;0.5;5;126;3;1;0;0;RandD
4122;86.0;1.0;3;192;3;0;0;0;marketing
4123;65.0;0.57;3;137;4;1;0;0;sales
4124;61.0;0.97;3;199;3;1;0;0;accounting
4125;53.0;0.96;3;181;3;1;0;0;support
4126;14.000000000000002;0.76;5;260;6;0;0;0;technical
4127;74.0;1.0;4;199;4;0;0;0;management
4128;47.0;0.62;6;171;5;1;0;0;marketing
4129;60.0;0.56;4;260;3;0;0;0;marketing
4130;81.0;0.58;3;243;4;0;0;0;marketing
4131;95.0;0.59;2;154;4;0;0;0;sales
4132;98.0;0.8;2;201;2;0;0;0;sales
4133;52.0;0.8;5;234;3;0;0;0;sales
4134;100.0;0.97;3;216;3;1;0;0;sales
4135;16.0;0.74;5;205;4;1;0;0;sales
4136;19.0;0.83;3;225;4;0;0;0;sales
4137;94.0;0.87;3;229;3;0;0;0;sales
4138;57.99999999999999;0.43;6;132;3;0;0;0;sales
4139;92.0;0.69;4;180;3;0;0;0;sales
4140;65.0;0.8;4;164;4;0;0;0;sales
4141;74.0;0.74;5;175;3;0;0;0;sales
4142;60.0;0.53;5;103;2;0;0;0;sales
4143;100.0;1.0;5;142;4;0;0;0;sales
4144;81.0;0.96;4;212;3;0;0;0;sales
4145;54.0;0.67;2;129;3;1;0;0;sales
4146;18.0;0.81;5;140;4;0;0;0;sales
4147;82.0;0.88;4;149;2;0;0;0;sales
4148;90.0;0.96;2;258;2;0;0;0;sales
4149;62.0;0.62;4;136;2;0;0;0;sales
4150;77.0;0.76;2;216;3;1;0;0;accounting
4151;57.99999999999999;0.86;3;151;2;0;0;0;accounting
4152;27.0;0.47;5;217;6;0;0;0;accounting
4153;78.0;0.72;4;219;3;0;0;0;hr
4154;98.0;0.66;3;150;3;0;0;0;hr
4155;75.0;0.5;4;98;4;0;0;0;hr
4156;74.0;0.67;5;140;3;0;0;0;hr
4157;90.0;0.99;3;259;3;1;0;0;technical
4158;73.0;0.71;5;215;6;1;0;0;technical
4159;90.0;0.62;4;258;3;0;0;0;technical
4160;68.0;0.91;4;162;3;1;0;0;technical
4161;90.0;0.74;3;260;4;0;0;0;technical
4162;64.0;0.93;5;198;2;0;0;0;technical
4163;63.0;0.9;2;242;3;1;0;0;technical
4164;87.0;0.89;4;219;4;0;0;0;technical
4165;60.0;0.55;4;204;3;0;0;0;technical
4166;70.0;0.74;3;157;3;0;0;0;technical
4167;15.0;0.94;5;244;6;0;0;0;technical
4168;45.0;0.75;3;122;3;0;0;0;support
4169;43.0;0.9;5;282;5;0;0;0;support
4170;92.0;0.46;5;195;5;0;0;0;support
4171;72.0;0.81;4;134;2;0;0;0;support
4172;94.0;0.84;3;210;2;0;0;0;support
4173;74.0;0.52;3;170;3;0;0;0;support
4174;48.0;0.71;2;140;3;1;0;0;support
4175;84.0;0.76;5;215;2;1;0;0;support
4176;53.0;0.86;3;150;3;0;0;0;support
4177;45.0;0.88;5;268;3;1;0;0;support
4178;95.0;0.67;4;270;4;0;0;0;support
4179;95.0;0.58;3;163;3;0;0;0;technical
4180;70.0;0.85;3;188;2;0;0;0;technical
4181;19.0;0.93;3;110;4;0;0;0;technical
4182;74.0;0.91;5;135;3;0;0;0;management
4183;54.0;0.59;4;228;3;0;0;0;IT
4184;50.0;0.69;5;172;2;0;0;0;IT
4185;95.0;0.72;3;168;5;0;0;0;IT
4186;69.0;0.69;5;160;3;0;0;0;IT
4187;24.0;0.74;5;282;3;0;0;0;IT
4188;96.0;0.7;5;184;2;1;0;0;product_mng
4189;61.0;0.5;4;217;4;1;0;0;product_mng
4190;76.0;0.53;6;281;3;0;0;0;product_mng
4191;61.0;0.64;3;245;2;0;0;0;product_mng
4192;37.0;0.48;2;285;5;0;0;0;IT
4193;81.0;0.9;4;165;3;0;0;0;RandD
4194;59.0;0.9;3;146;3;0;0;0;RandD
4195;73.0;0.82;3;133;3;0;0;0;RandD
4196;87.0;0.57;2;181;6;0;0;0;RandD
4197;67.0;0.66;6;152;3;0;0;0;RandD
4198;96.0;0.78;2;284;3;0;0;0;RandD
4199;98.0;0.51;3;157;3;0;0;0;marketing
4200;50.0;0.58;4;165;2;0;0;0;sales
4201;49.0;0.71;3;255;2;1;0;0;accounting
4202;13.0;0.65;4;194;4;0;0;0;support
4203;56.99999999999999;0.68;3;102;6;0;0;0;technical
4204;51.0;0.94;4;247;2;0;0;0;management
4205;99.0;0.69;3;206;2;0;0;0;marketing
4206;80.0;0.77;3;171;2;0;0;0;marketing
4207;56.00000000000001;0.39;5;263;4;0;0;0;marketing
4208;96.0;0.84;4;272;4;1;0;0;sales
4209;96.0;0.5;3;158;2;1;0;0;sales
4210;87.0;0.53;6;216;6;1;0;0;sales
4211;61.0;0.9;5;113;3;0;0;0;sales
4212;18.0;0.6;3;140;4;0;0;0;sales
4213;24.0;0.77;5;178;5;0;0;0;sales
4214;86.0;0.48;4;153;3;0;0;0;sales
4215;25.0;0.62;6;271;5;0;0;0;sales
4216;25.0;0.82;3;269;5;0;0;0;sales
4217;63.0;0.55;3;160;3;0;0;0;sales
4218;89.0;0.68;4;258;2;1;0;0;sales
4219;87.0;0.82;4;251;3;0;0;0;sales
4220;87.0;0.78;3;170;2;0;0;0;sales
4221;71.0;0.99;4;238;4;1;0;0;sales
4222;98.0;0.87;4;152;2;0;0;0;sales
4223;16.0;0.51;3;262;6;0;0;0;sales
4224;83.0;0.68;4;273;2;0;0;0;sales
4225;65.0;0.77;3;233;2;0;0;0;sales
4226;95.0;0.64;3;262;3;0;0;0;sales
4227;67.0;0.67;3;183;3;0;0;0;accounting
4228;53.0;0.88;3;150;3;1;0;0;accounting
4229;74.0;0.94;3;132;3;0;0;0;accounting
4230;77.0;0.79;3;200;4;0;0;0;hr
4231;13.0;0.72;4;148;5;0;0;0;hr
4232;82.0;0.92;3;187;3;1;0;0;hr
4233;88.0;0.65;4;224;2;0;0;0;hr
4234;89.0;0.5;4;147;2;0;0;0;technical
4235;85.0;0.51;3;153;4;0;0;0;technical
4236;93.0;0.87;5;154;2;0;0;0;technical
4237;62.0;0.7;5;270;3;0;0;0;technical
4238;57.99999999999999;0.96;3;202;2;0;0;0;technical
4239;98.0;0.5;4;264;3;0;0;0;technical
4240;52.0;0.45;2;145;3;0;0;0;technical
4241;76.0;0.49;3;138;2;1;0;0;technical
4242;73.0;0.91;3;238;2;0;0;0;technical
4243;74.0;0.64;4;147;5;0;0;0;technical
4244;49.0;0.48;3;190;2;0;0;0;technical
4245;91.0;0.97;4;183;3;0;0;0;support
4246;74.0;0.92;5;255;3;0;0;0;support
4247;86.0;0.82;4;252;4;0;0;0;support
4248;52.0;0.47;6;141;5;1;0;0;support
4249;95.0;0.81;3;260;2;0;0;0;support
4250;65.0;0.98;3;136;3;0;0;0;support
4251;70.0;0.56;4;182;2;0;0;0;support
4252;14.000000000000002;0.66;6;142;5;0;0;0;support
4253;92.0;0.53;2;261;4;0;0;0;support
4254;54.0;0.6;3;209;2;0;0;0;support
4255;76.0;0.95;2;156;4;0;0;0;support
4256;78.0;0.66;4;214;2;0;0;0;technical
4257;85.0;0.86;4;250;3;0;0;0;technical
4258;78.0;0.8;4;197;3;1;0;0;technical
4259;55.00000000000001;0.72;3;149;3;0;0;0;management
4260;68.0;0.61;5;271;2;0;0;0;IT
4261;91.0;0.68;4;187;2;0;0;0;IT
4262;76.0;0.56;3;154;2;0;0;0;IT
4263;15.0;0.67;4;264;3;0;0;0;IT
4264;95.0;0.6;2;144;3;0;0;0;IT
4265;74.0;0.37;6;200;3;0;0;0;product_mng
4266;92.0;0.56;5;197;2;1;0;0;product_mng
4267;64.0;0.89;3;175;3;1;0;0;product_mng
4268;96.0;0.9;3;161;3;0;0;0;product_mng
