,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
3698,42.0,0.86,2,108,5,0,0,0,technical,high
3699,96.0,0.75,4,165,3,0,0,0,technical,high
3700,57.99999999999999,0.8,3,181,4,0,0,0,technical,high
3701,61.0,0.59,3,237,2,0,0,0,technical,high
3702,62.0,0.97,5,180,2,0,0,0,technical,high
3703,68.0,0.7,3,209,3,0,0,0,technical,high
3704,60.0,0.73,3,191,5,1,0,0,technical,low
3705,70.0,0.91,4,181,2,1,0,0,technical,low
3706,65.0,0.55,4,250,2,0,0,0,technical,low
3707,48.0,0.59,2,179,2,0,0,0,technical,low
3708,75.0,0.73,3,225,4,0,0,0,support,low
3709,69.0,0.78,5,267,2,1,0,0,support,low
3710,34.0,0.46,2,169,2,1,0,0,support,low
3711,59.0,0.49,4,164,3,0,0,0,support,low
3712,94.0,0.95,4,155,3,0,0,0,support,medium
3713,98.0,0.77,5,223,2,1,0,0,support,medium
3714,72.0,0.66,3,160,3,0,0,0,support,medium
3715,79.0,0.7,4,268,2,0,0,0,support,medium
3716,54.0,0.61,4,151,4,1,0,0,support,medium
3717,73.0,0.95,3,156,2,0,0,0,support,medium
3718,82.0,0.58,4,136,3,0,0,0,support,medium
3719,56.99999999999999,0.45,3,189,2,0,0,0,technical,medium
3720,98.0,0.93,5,203,2,0,0,0,technical,medium
3721,91.0,0.65,5,174,2,0,0,0,technical,medium
3722,72.0,0.91,3,239,2,0,0,0,management,medium
3723,48.0,0.73,5,152,6,0,0,0,IT,medium
3724,56.99999999999999,0.86,4,268,6,0,0,0,IT,medium
3725,86.0,0.96,4,146,3,0,0,0,IT,medium
3726,63.0,0.85,3,232,4,0,0,0,IT,medium
3727,81.0,0.52,3,255,5,0,0,0,IT,medium
3728,21.0,0.37,4,129,4,0,0,0,product_mng,medium
3729,90.0,0.66,3,261,3,1,0,0,product_mng,medium
3730,79.0,0.78,3,101,2,1,0,0,product_mng,medium
3731,95.0,0.49,4,229,3,0,0,0,product_mng,medium
3732,28.999999999999996,0.43,3,162,4,0,0,0,IT,medium
3733,81.0,0.52,4,270,3,0,0,0,RandD,medium
3734,21.0,0.56,6,277,5,0,0,0,RandD,medium
3735,70.0,0.83,5,261,4,0,0,0,RandD,high
3736,66.0,0.64,4,204,2,0,0,0,RandD,low
3737,16.0,0.86,2,215,2,0,0,0,RandD,medium
3738,72.0,0.8,3,219,3,0,0,0,marketing,medium
3739,51.0,0.5,3,147,4,0,0,0,sales,medium
3740,59.0,0.63,5,243,2,0,0,0,accounting,medium
3741,66.0,0.4,2,155,5,1,0,0,support,medium
3742,69.0,0.84,3,253,2,0,0,0,technical,medium
3743,69.0,0.94,4,235,3,0,0,0,management,medium
3744,89.0,0.79,5,257,3,0,0,0,marketing,medium
3745,52.0,0.56,4,225,2,0,0,0,marketing,medium
3746,91.0,0.91,3,167,3,0,0,0,marketing,medium
3747,96.0,0.53,5,224,4,0,0,0,sales,low
3748,80.0,0.58,5,127,3,0,0,0,sales,low
3749,55.00000000000001,0.77,3,256,3,1,0,0,sales,low
3750,93.0,0.63,4,233,2,0,0,0,sales,low
3751,93.0,0.86,4,169,4,0,0,0,sales,low
3752,54.0,0.48,3,152,2,0,0,0,sales,low
3753,48.0,0.76,5,236,2,0,0,0,sales,low
3754,19.0,0.99,3,154,2,0,0,0,sales,high
3755,95.0,0.71,3,223,2,0,0,0,sales,low
3756,96.0,0.81,4,211,3,0,0,0,sales,high
3757,63.0,0.89,4,192,2,0,0,0,sales,high
3758,81.0,0.8,4,227,2,1,0,0,sales,low
3759,50.0,0.88,4,265,3,1,0,0,sales,low
3760,76.0,0.72,5,228,2,0,0,0,sales,high
3761,84.0,0.49,4,152,3,0,0,0,sales,low
3762,20.0,0.95,5,169,5,0,0,0,sales,medium
3763,78.0,0.92,3,169,3,0,0,0,sales,high
3764,80.0,0.68,4,157,3,0,0,0,sales,medium
3765,94.0,0.57,4,251,2,1,0,0,sales,medium
3766,44.0,0.74,5,253,2,0,0,0,accounting,medium
3767,92.0,0.85,3,155,2,0,0,0,accounting,medium
3768,54.0,0.8,3,232,2,0,0,0,accounting,high
3769,56.00000000000001,0.56,4,195,2,0,0,0,hr,medium
3770,66.0,0.69,4,198,3,1,0,0,hr,medium
3771,80.0,0.91,3,246,3,0,0,0,hr,medium
3772,60.0,0.81,2,214,3,0,0,0,hr,high
3773,73.0,0.73,5,249,3,0,0,0,technical,medium
3774,55.00000000000001,0.74,3,211,3,1,0,0,technical,high
3775,70.0,0.71,5,269,3,0,0,0,technical,low
3776,53.0,0.68,4,214,3,0,0,0,technical,medium
3777,90.0,0.94,4,231,3,0,0,0,technical,medium
3778,80.0,0.78,3,175,3,0,0,0,technical,medium
3779,51.0,0.6,5,175,3,0,0,0,technical,medium
3780,86.0,0.96,5,238,5,0,0,0,technical,low
3781,63.0,0.79,4,228,4,0,0,0,technical,low
3782,83.0,0.93,3,220,4,0,0,0,technical,low
3783,85.0,0.55,4,233,2,1,0,0,technical,low
3784,80.0,0.57,3,225,4,0,0,0,support,low
3785,79.0,0.97,5,187,3,0,0,0,support,low
3786,37.0,0.71,3,117,3,0,0,0,support,low
3787,85.0,0.9,3,184,3,1,0,0,support,low
3788,76.0,0.56,3,216,3,0,0,0,support,low
3789,99.0,0.62,4,140,2,1,0,0,support,low
3790,55.00000000000001,0.63,3,201,2,1,0,0,support,high
3791,69.0,0.69,4,167,3,1,0,0,support,low
3792,68.0,1.0,5,203,2,0,0,0,support,low
3793,69.0,0.9,5,231,2,1,0,0,support,low
3794,65.0,0.7,3,141,4,0,0,0,support,low
3795,17.0,0.88,6,226,3,1,0,0,technical,high
3796,48.0,0.65,3,199,2,0,0,0,technical,low
3797,65.0,0.59,4,192,3,0,0,0,technical,low
3798,56.99999999999999,0.49,4,247,2,0,0,0,management,low
3799,80.0,0.67,3,164,3,0,0,0,IT,high
3800,80.0,0.6,5,234,2,0,0,0,IT,low
3801,50.0,0.6,2,177,3,1,0,0,IT,medium
3802,95.0,0.87,3,208,2,0,0,0,IT,high
3803,69.0,0.93,3,233,3,0,0,0,IT,medium
3804,74.0,0.57,4,172,3,0,0,0,product_mng,high
3805,68.0,0.59,3,141,3,0,0,0,product_mng,medium
3806,68.0,0.55,3,213,3,0,0,0,product_mng,medium
3807,65.0,0.37,5,128,3,1,0,0,product_mng,medium
3808,85.0,0.92,4,151,3,1,0,0,IT,medium
3809,49.0,0.48,4,247,3,0,0,0,RandD,medium
3810,19.0,0.8,6,143,4,0,0,0,RandD,medium
3811,95.0,0.61,3,164,3,0,0,0,RandD,medium
3812,63.0,0.62,3,183,3,0,0,0,RandD,medium
3813,83.0,0.8,4,274,3,0,0,0,RandD,high
3814,62.0,0.78,4,261,2,0,0,0,marketing,low
3815,74.0,0.98,5,200,3,0,0,0,sales,medium
3816,70.0,0.87,5,177,2,0,0,0,accounting,medium
3817,28.000000000000004,0.38,5,139,4,0,0,0,support,medium
3818,39.0,0.56,6,228,5,0,0,0,technical,medium
3819,62.0,0.63,3,230,2,0,0,0,management,medium
3820,79.0,0.54,5,212,4,0,0,0,marketing,medium
3821,87.0,0.74,4,265,4,0,0,0,marketing,medium
3822,28.999999999999996,0.75,3,124,4,0,0,0,marketing,medium
3823,37.0,0.88,4,155,3,0,0,0,sales,medium
3824,68.0,0.55,4,215,4,0,0,0,sales,high
3825,90.0,0.51,4,214,2,0,0,0,sales,low
3826,97.0,0.65,3,181,3,0,0,0,sales,low
3827,60.0,0.77,4,229,2,0,0,0,sales,low
3828,57.99999999999999,0.79,5,262,2,0,0,0,sales,high
3829,83.0,0.86,3,165,3,0,0,0,sales,low
3830,83.0,0.73,5,136,3,0,0,0,sales,low
3831,94.0,0.71,4,151,2,1,0,0,sales,low
3832,69.0,0.9,5,226,4,0,0,0,sales,high
3833,81.0,0.81,5,215,2,0,0,0,sales,low
3834,19.0,0.5,6,143,5,1,0,0,sales,low
3835,18.0,0.64,3,223,4,1,0,0,sales,low
3836,57.99999999999999,0.63,4,271,3,0,0,0,sales,low
3837,76.0,0.65,3,220,3,0,0,0,sales,low
3838,26.0,0.47,6,182,4,0,0,0,sales,low
3839,78.0,0.87,3,190,3,0,0,0,sales,low
3840,71.0,0.56,3,198,3,0,0,0,sales,medium
3841,76.0,0.61,3,141,2,0,0,0,sales,medium
3842,44.0,0.81,3,248,2,0,0,0,accounting,medium
3843,26.0,0.69,2,168,5,0,0,0,accounting,medium
3844,75.0,0.57,5,162,3,0,0,0,accounting,medium
3845,64.0,0.9,4,211,3,0,0,0,hr,medium
3846,79.0,0.71,4,271,3,0,0,0,hr,medium
3847,96.0,0.61,3,271,2,0,0,0,hr,medium
3848,63.0,1.0,5,244,2,0,0,0,hr,medium
3849,65.0,0.55,5,261,3,1,0,0,technical,medium
3850,76.0,0.81,3,225,3,0,0,0,technical,medium
3851,26.0,0.9,4,266,5,0,0,0,technical,medium
3852,84.0,0.73,3,146,5,1,0,0,technical,high
3853,74.0,0.77,3,233,3,0,0,0,technical,low
3854,53.0,0.45,4,180,3,0,0,0,technical,medium
3855,70.0,0.56,5,208,3,0,0,0,technical,medium
3856,62.0,0.69,4,165,4,1,0,0,technical,medium
3857,71.0,0.68,4,221,4,0,0,0,technical,medium
3858,50.0,0.65,3,215,2,0,0,0,technical,low
3859,53.0,0.5,6,264,6,0,0,0,technical,low
3860,88.0,0.89,2,160,4,0,0,0,support,low
3861,79.0,0.83,2,192,3,0,0,0,support,low
3862,69.0,0.89,5,201,2,0,0,0,support,low
3863,56.99999999999999,0.96,4,264,2,0,0,0,support,low
3864,68.0,0.8,4,186,3,1,0,0,support,low
3865,60.0,0.82,4,272,3,0,0,0,support,low
3866,70.0,0.9,4,216,3,0,0,0,support,low
3867,71.0,0.76,4,142,2,1,0,0,support,low
3868,49.0,0.51,4,133,3,0,0,0,support,low
3869,74.0,0.7,4,260,2,0,0,0,support,low
3870,20.0,0.93,4,101,5,0,0,0,support,low
3871,56.99999999999999,0.5,4,230,2,0,0,0,technical,low
3872,83.0,0.48,3,242,4,0,0,0,technical,low
3873,22.0,0.64,3,193,2,0,0,0,technical,low
3874,67.0,0.57,2,234,4,0,0,0,management,low
3875,54.0,0.84,3,132,3,0,0,0,IT,low
3876,54.0,0.53,4,183,3,0,0,0,IT,low
3877,64.0,0.61,4,191,4,0,0,0,IT,low
3878,23.0,0.84,5,140,4,0,0,0,IT,low
3879,88.0,0.87,5,257,3,0,0,0,IT,medium
3880,83.0,0.54,4,219,3,0,0,0,product_mng,medium
3881,88.0,0.67,5,141,2,0,0,0,product_mng,medium
3882,90.0,0.85,5,162,2,0,0,0,product_mng,medium
3883,49.0,0.61,3,181,3,0,0,0,product_mng,medium
3884,55.00000000000001,0.49,3,191,3,0,0,0,IT,medium
3885,92.0,0.69,4,149,6,1,0,0,RandD,medium
3886,72.0,0.67,3,164,4,0,0,0,RandD,medium
3887,63.0,0.5,4,235,3,0,0,0,RandD,medium
3888,98.0,0.66,3,199,3,0,0,0,RandD,medium
3889,76.0,0.52,3,248,3,0,0,0,RandD,medium
3890,42.0,0.56,2,103,3,1,0,0,marketing,medium
3891,57.99999999999999,0.65,4,248,4,0,0,0,marketing,high
3892,85.0,0.82,3,153,3,1,0,0,sales,low
3893,67.0,0.95,4,241,4,0,0,0,accounting,medium
3894,57.99999999999999,1.0,4,258,3,0,0,0,support,medium
3895,84.0,0.76,5,172,5,1,0,0,technical,medium
3896,56.00000000000001,0.68,3,149,2,0,0,0,management,medium
3897,63.0,0.83,4,217,3,0,0,0,marketing,low
3898,51.0,0.92,3,243,3,0,0,0,marketing,low
3899,95.0,0.81,5,120,3,0,0,0,marketing,low
3900,85.0,0.55,3,137,3,1,0,0,sales,low
3901,73.0,0.78,5,150,3,0,0,0,sales,low
3902,20.0,0.49,5,199,5,0,0,0,sales,low
3903,78.0,0.79,3,203,2,0,0,0,sales,low
3904,83.0,0.8,3,273,3,0,0,0,sales,low
3905,87.0,0.56,2,214,3,1,0,0,sales,low
3906,98.0,0.99,5,141,3,0,0,0,sales,low
3907,100.0,0.81,5,243,3,0,0,0,sales,low
3908,70.0,0.55,4,159,3,0,0,0,sales,low
3909,62.0,0.88,5,146,3,0,0,0,sales,low
3910,67.0,0.72,4,159,2,0,0,0,sales,low
3911,86.0,0.96,4,196,3,0,0,0,sales,low
3912,44.0,0.57,5,183,2,1,0,0,sales,low
3913,19.0,0.86,4,192,4,0,0,0,sales,low
3914,76.0,0.83,4,246,2,0,0,0,sales,low
3915,89.0,0.93,5,191,4,0,0,0,sales,low
3916,25.0,0.97,3,158,3,0,0,0,sales,low
3917,68.0,1.0,4,167,2,0,0,0,sales,low
3918,38.0,0.5,2,187,2,1,0,0,sales,medium
3919,64.0,0.95,4,199,4,0,0,0,accounting,medium
3920,76.0,0.62,4,157,3,0,0,0,accounting,medium
3921,26.0,0.45,2,157,3,0,0,0,accounting,medium
3922,69.0,0.67,3,178,2,0,0,0,hr,medium
3923,98.0,0.66,3,154,2,0,0,0,hr,medium
3924,86.0,0.83,5,208,2,1,0,0,hr,medium
3925,14.000000000000002,0.68,4,273,5,1,0,0,hr,medium
3926,57.99999999999999,0.63,4,159,3,0,0,0,technical,medium
3927,63.0,0.97,4,234,2,0,0,0,technical,medium
3928,70.0,0.91,5,139,3,1,0,0,technical,medium
3929,73.0,0.62,4,210,4,0,0,0,technical,medium
3930,89.0,0.52,3,164,3,0,0,0,technical,high
3931,17.0,0.61,3,241,5,1,0,0,technical,low
3932,86.0,0.73,5,259,2,0,0,0,technical,medium
3933,59.0,0.73,3,159,3,1,0,0,technical,medium
3934,22.0,0.51,4,131,2,0,0,0,technical,medium
3935,55.00000000000001,0.57,3,266,2,0,0,0,technical,medium
3936,74.0,0.6,3,153,2,0,0,0,technical,low
3937,55.00000000000001,0.54,3,253,2,0,0,0,support,low
3938,67.0,0.94,4,141,2,1,0,0,support,low
3939,64.0,0.8,3,199,3,0,0,0,support,low
3940,57.99999999999999,0.71,3,205,3,0,0,0,support,low
3941,90.0,0.6,4,252,3,0,0,0,support,low
3942,89.0,0.9,4,153,3,0,0,0,support,low
3943,74.0,0.37,2,171,4,0,0,0,support,low
3944,78.0,0.91,5,150,4,0,0,0,support,low
3945,97.0,0.53,4,247,3,0,0,0,support,low
3946,52.0,0.92,4,150,2,1,0,0,support,low
3947,99.0,0.86,4,206,2,0,0,0,support,low
3948,76.0,0.44,4,192,4,1,0,0,technical,low
3949,69.0,0.96,5,164,3,0,0,0,technical,low
3950,59.0,0.69,3,186,3,0,0,0,technical,low
3951,95.0,0.63,3,249,3,0,0,0,management,low
3952,69.0,0.81,3,214,2,0,0,0,IT,low
3953,76.0,0.75,4,193,4,0,0,0,IT,low
3954,70.0,0.84,2,114,4,0,0,0,IT,low
3955,87.0,0.6,2,122,2,0,0,0,IT,low
3956,44.0,0.55,3,170,3,1,0,0,IT,low
3957,54.0,0.91,3,151,3,0,0,0,product_mng,medium
3958,55.00000000000001,0.75,3,156,3,0,0,0,product_mng,medium
3959,81.0,0.75,5,170,3,1,0,0,product_mng,medium
3960,50.0,0.55,3,188,2,0,0,0,product_mng,medium
3961,93.0,0.74,4,201,3,1,0,0,IT,medium
3962,64.0,0.5,6,254,6,0,0,0,RandD,medium
3963,56.99999999999999,0.78,3,206,4,0,0,0,RandD,medium
3964,95.0,0.74,4,216,3,0,0,0,RandD,medium
3965,86.0,0.67,5,200,3,0,0,0,RandD,medium
3966,82.0,0.58,4,202,2,0,0,0,RandD,medium
3967,18.0,0.79,4,217,4,0,0,0,RandD,medium
3968,57.99999999999999,0.7,5,151,4,0,0,0,marketing,medium
3969,56.99999999999999,0.56,3,224,2,0,0,0,sales,high
3970,94.0,0.83,5,148,3,0,0,0,accounting,low
3971,20.0,0.97,6,224,5,1,0,0,support,medium
3972,73.0,0.75,2,243,5,1,0,0,technical,medium
3973,94.0,0.8,4,238,3,1,0,0,management,medium
3974,99.0,0.61,3,254,3,0,0,0,marketing,medium
3975,22.0,0.49,4,218,4,0,0,0,marketing,low
3976,67.0,0.66,3,237,3,0,0,0,marketing,low
3977,49.0,0.67,4,185,2,0,0,0,sales,low
3978,78.0,0.95,4,184,3,0,0,0,sales,low
3979,15.0,0.74,2,176,3,1,0,0,sales,low
3980,91.0,0.89,4,260,3,0,0,0,sales,low
3981,70.0,0.78,4,254,4,0,0,0,sales,low
3982,60.0,0.95,3,221,3,0,0,0,sales,low
3983,59.0,0.57,5,257,2,0,0,0,sales,low
3984,59.0,0.93,3,265,3,1,0,0,sales,low
3985,55.00000000000001,0.64,3,138,3,1,0,0,sales,low
3986,42.0,0.75,3,163,2,1,0,0,sales,low
3987,56.99999999999999,0.81,3,144,3,0,0,0,sales,low
3988,72.0,0.51,3,146,2,1,0,0,sales,low
3989,83.0,0.81,3,242,6,0,0,0,sales,low
3990,89.0,0.93,4,249,3,0,0,0,sales,low
3991,55.00000000000001,0.59,3,245,3,0,0,0,sales,low
3992,53.0,0.75,4,201,2,0,0,0,sales,low
3993,74.0,0.59,4,177,4,1,0,0,sales,medium
3994,63.0,0.98,4,160,2,0,0,0,sales,medium
3995,63.0,0.4,6,177,2,1,0,0,sales,medium
3996,61.0,0.97,4,153,3,0,0,0,accounting,medium
3997,76.0,0.79,3,197,5,0,0,0,accounting,medium
3998,67.0,0.82,4,246,4,0,0,0,accounting,medium
3999,51.0,0.95,4,258,3,0,0,0,hr,medium
4000,67.0,0.55,3,137,3,0,0,0,hr,medium
4001,16.0,0.94,3,178,4,0,0,0,hr,medium
4002,34.0,0.85,4,123,4,0,0,0,hr,medium
4003,57.99999999999999,0.73,5,162,3,1,0,0,technical,medium
4004,50.0,0.71,5,210,5,0,0,0,technical,medium
4005,56.00000000000001,0.48,4,197,3,1,0,0,technical,high
4006,56.00000000000001,0.98,3,220,3,0,0,0,technical,low
4007,74.0,0.71,4,133,2,0,0,0,technical,medium
4008,69.0,0.99,3,198,2,0,0,0,technical,medium
4009,15.0,0.81,4,160,5,0,0,0,technical,medium
4010,57.99999999999999,0.67,2,180,2,0,0,0,technical,medium
4011,80.0,0.79,3,217,3,0,0,0,technical,low
4012,50.0,0.57,3,223,3,0,0,0,technical,low
4013,66.0,0.92,4,229,2,0,0,0,technical,low
4014,81.0,0.78,4,159,3,0,0,0,support,low
4015,14.000000000000002,0.68,5,253,5,0,0,0,support,low
4016,92.0,0.85,3,235,2,0,0,0,support,low
4017,69.0,0.91,4,186,3,0,0,0,support,low
4018,66.0,0.99,4,263,2,0,0,0,support,low
4019,85.0,0.39,4,239,4,0,0,0,support,low
4020,83.0,0.69,4,151,2,0,0,0,support,low
4021,100.0,0.49,3,106,4,0,0,0,support,low
4022,68.0,0.65,3,183,4,0,0,0,support,low
4023,26.0,0.97,3,125,2,0,0,0,support,low
4024,35.0,0.41,3,157,2,0,0,0,support,low
4025,12.0,0.58,3,241,2,0,0,0,technical,low
4026,91.0,0.93,4,184,3,0,0,0,technical,low
4027,65.0,0.67,4,144,3,0,0,0,technical,low
4028,78.0,0.72,3,255,4,1,0,0,management,low
4029,61.0,0.82,3,261,4,0,0,0,IT,low
4030,64.0,0.51,4,207,2,0,0,0,IT,low
4031,57.99999999999999,0.73,4,205,4,0,0,0,IT,low
4032,63.0,0.76,4,217,2,1,0,0,IT,medium
4033,94.0,0.6,4,215,2,1,0,0,IT,medium
4034,26.0,0.81,5,139,4,0,0,0,product_mng,medium
4035,59.0,0.69,3,146,3,0,0,0,product_mng,medium
4036,78.0,0.8,4,175,3,0,0,0,product_mng,medium
4037,86.0,0.64,5,188,3,0,0,0,product_mng,medium
4038,79.0,0.73,5,155,3,0,0,0,IT,medium
4039,89.0,0.73,4,171,4,0,0,0,RandD,medium
4040,34.0,0.99,4,184,3,0,0,0,RandD,medium
4041,28.999999999999996,0.77,3,164,6,0,0,0,RandD,medium
4042,71.0,0.89,3,244,4,0,0,0,RandD,medium
4043,93.0,0.58,4,222,2,0,0,0,RandD,medium
4044,94.0,0.76,4,231,3,1,0,0,RandD,high
4045,91.0,0.72,3,213,3,0,0,0,marketing,low
4046,71.0,0.96,4,144,4,0,0,0,sales,medium
4047,67.0,0.81,3,221,4,1,0,0,accounting,medium
4048,54.0,0.42,3,138,3,1,0,0,support,medium
4049,89.0,0.58,3,183,4,0,0,0,technical,medium
4050,94.0,0.91,3,250,3,1,0,0,management,low
4051,15.0,0.89,3,219,6,0,0,0,marketing,low
4052,45.0,0.92,6,164,4,1,0,0,marketing,low
4053,92.0,0.67,4,161,4,1,0,0,marketing,low
4054,63.0,0.56,4,274,5,1,0,0,sales,low
4055,80.0,0.66,4,181,3,1,0,0,sales,low
4056,45.0,0.72,3,148,2,0,0,0,sales,low
4057,72.0,0.54,3,226,2,1,0,0,sales,low
4058,84.0,0.36,6,256,5,0,0,0,sales,low
4059,61.0,0.51,3,141,2,0,0,0,sales,low
4060,63.0,0.88,3,177,3,0,0,0,sales,low
4061,49.0,0.54,4,173,2,0,0,0,sales,low
4062,68.0,0.51,2,196,3,0,0,0,sales,low
4063,64.0,0.85,5,179,2,0,0,0,sales,low
4064,61.0,0.64,4,201,3,0,0,0,sales,low
4065,83.0,0.55,5,247,3,0,0,0,sales,low
4066,94.0,0.51,5,238,2,0,0,0,sales,low
4067,27.0,0.66,3,133,6,0,0,0,sales,low
4068,60.0,0.49,2,194,4,0,0,0,sales,low
4069,83.0,0.69,4,232,2,0,0,0,sales,low
4070,53.0,0.75,3,232,3,0,0,0,sales,low
4071,79.0,0.97,4,204,3,0,0,0,sales,medium
4072,96.0,0.49,4,252,3,1,0,0,sales,medium
4073,50.0,0.56,3,164,3,0,0,0,accounting,medium
4074,68.0,0.81,5,266,2,0,0,0,accounting,medium
4075,24.0,0.54,4,226,4,1,0,0,accounting,medium
4076,80.0,0.8,4,252,6,0,0,0,hr,medium
4077,62.0,0.74,4,155,3,0,0,0,hr,medium
4078,100.0,0.85,3,202,2,0,0,0,hr,medium
4079,64.0,0.75,3,214,3,0,0,0,hr,medium
4080,51.0,0.55,4,267,3,0,0,0,technical,medium
4081,74.0,0.5,4,265,3,0,0,0,technical,medium
4082,49.0,0.99,3,221,2,1,0,0,technical,medium
4083,96.0,0.83,4,132,6,0,0,0,technical,high
4084,59.0,0.62,4,227,4,1,0,0,technical,low
4085,84.0,0.57,4,234,3,0,0,0,technical,medium
4086,16.0,0.84,3,238,6,0,0,0,technical,medium
4087,62.0,0.75,3,149,2,1,0,0,technical,medium
4088,79.0,0.67,4,152,3,0,0,0,technical,medium
4089,53.0,0.83,4,249,3,1,0,0,technical,low
4090,17.0,0.48,6,270,5,0,0,0,technical,low
4091,56.99999999999999,0.76,3,200,2,0,0,0,support,low
4092,65.0,0.82,4,207,2,0,0,0,support,low
4093,69.0,0.74,4,266,2,1,0,0,support,low
4094,30.0,0.8,6,250,3,0,0,0,support,low
4095,99.0,0.92,3,220,3,0,0,0,support,low
4096,50.0,0.69,4,177,2,0,0,0,support,low
4097,54.0,0.96,3,147,2,0,0,0,support,medium
4098,69.0,0.57,4,227,4,0,0,0,support,medium
4099,50.0,0.85,4,272,2,0,0,0,support,medium
4100,66.0,0.73,3,244,3,0,0,0,support,medium
4101,100.0,0.93,5,182,3,1,0,0,support,medium
4102,15.0,0.61,3,146,6,1,0,0,technical,medium
4103,31.0,0.54,5,259,5,1,0,0,technical,medium
4104,65.0,0.49,4,184,4,0,0,0,technical,medium
4105,72.0,0.69,4,149,2,0,0,0,management,medium
4106,84.0,0.85,4,185,3,1,0,0,IT,medium
4107,55.00000000000001,0.8,3,254,2,0,0,0,IT,medium
4108,60.0,0.58,4,249,3,0,0,0,IT,medium
4109,84.0,0.48,4,269,2,0,0,0,IT,medium
4110,68.0,0.87,3,168,3,0,0,0,IT,medium
4111,13.0,1.0,6,225,3,0,0,0,product_mng,medium
4112,88.0,0.98,3,160,2,0,0,0,product_mng,medium
4113,64.0,0.57,5,149,3,1,0,0,product_mng,medium
4114,19.0,0.95,5,193,3,0,0,0,product_mng,medium
4115,83.0,0.88,5,171,3,1,0,0,IT,medium
4116,17.0,0.41,4,232,3,1,0,0,RandD,medium
4117,44.0,0.74,4,250,6,0,0,0,RandD,medium
4118,52.0,0.55,4,243,2,0,0,0,RandD,medium
4119,66.0,0.62,4,250,2,0,0,0,RandD,medium
4120,96.0,0.55,4,153,3,0,0,0,RandD,medium
4121,19.0,0.5,5,126,3,1,0,0,RandD,medium
4122,86.0,1.0,3,192,3,0,0,0,marketing,high
4123,65.0,0.57,3,137,4,1,0,0,sales,high
4124,61.0,0.97,3,199,3,1,0,0,accounting,high
4125,53.0,0.96,3,181,3,1,0,0,support,high
4126,14.000000000000002,0.76,5,260,6,0,0,0,technical,high
4127,74.0,1.0,4,199,4,0,0,0,management,high
4128,47.0,0.62,6,171,5,1,0,0,marketing,high
4129,60.0,0.56,4,260,3,0,0,0,marketing,high
4130,81.0,0.58,3,243,4,0,0,0,marketing,high
4131,95.0,0.59,2,154,4,0,0,0,sales,high
4132,98.0,0.8,2,201,2,0,0,0,sales,high
4133,52.0,0.8,5,234,3,0,0,0,sales,high
4134,100.0,0.97,3,216,3,1,0,0,sales,low
4135,16.0,0.74,5,205,4,1,0,0,sales,low
4136,19.0,0.83,3,225,4,0,0,0,sales,low
4137,94.0,0.87,3,229,3,0,0,0,sales,low
4138,57.99999999999999,0.43,6,132,3,0,0,0,sales,low
4139,92.0,0.69,4,180,3,0,0,0,sales,low
4140,65.0,0.8,4,164,4,0,0,0,sales,low
4141,74.0,0.74,5,175,3,0,0,0,sales,low
4142,60.0,0.53,5,103,2,0,0,0,sales,low
4143,100.0,1.0,5,142,4,0,0,0,sales,low
4144,81.0,0.96,4,212,3,0,0,0,sales,low
4145,54.0,0.67,2,129,3,1,0,0,sales,low
4146,18.0,0.81,5,140,4,0,0,0,sales,low
4147,82.0,0.88,4,149,2,0,0,0,sales,low
4148,90.0,0.96,2,258,2,0,0,0,sales,low
4149,62.0,0.62,4,136,2,0,0,0,sales,medium
4150,77.0,0.76,2,216,3,1,0,0,accounting,medium
4151,57.99999999999999,0.86,3,151,2,0,0,0,accounting,medium
4152,27.0,0.47,5,217,6,0,0,0,accounting,medium
4153,78.0,0.72,4,219,3,0,0,0,hr,medium
4154,98.0,0.66,3,150,3,0,0,0,hr,medium
4155,75.0,0.5,4,98,4,0,0,0,hr,medium
4156,74.0,0.67,5,140,3,0,0,0,hr,medium
4157,90.0,0.99,3,259,3,1,0,0,technical,medium
4158,73.0,0.71,5,215,6,1,0,0,technical,medium
4159,90.0,0.62,4,258,3,0,0,0,technical,medium
4160,68.0,0.91,4,162,3,1,0,0,technical,medium
4161,90.0,0.74,3,260,4,0,0,0,technical,high
4162,64.0,0.93,5,198,2,0,0,0,technical,high
4163,63.0,0.9,2,242,3,1,0,0,technical,high
4164,87.0,0.89,4,219,4,0,0,0,technical,high
4165,60.0,0.55,4,204,3,0,0,0,technical,high
4166,70.0,0.74,3,157,3,0,0,0,technical,high
4167,15.0,0.94,5,244,6,0,0,0,technical,high
4168,45.0,0.75,3,122,3,0,0,0,support,high
4169,43.0,0.9,5,282,5,0,0,0,support,low
4170,92.0,0.46,5,195,5,0,0,0,support,low
4171,72.0,0.81,4,134,2,0,0,0,support,low
4172,94.0,0.84,3,210,2,0,0,0,support,low
4173,74.0,0.52,3,170,3,0,0,0,support,low
4174,48.0,0.71,2,140,3,1,0,0,support,low
4175,84.0,0.76,5,215,2,1,0,0,support,low
4176,53.0,0.86,3,150,3,0,0,0,support,low
4177,45.0,0.88,5,268,3,1,0,0,support,medium
4178,95.0,0.67,4,270,4,0,0,0,support,medium
4179,95.0,0.58,3,163,3,0,0,0,technical,medium
